Reaction,TN11,TN12,TN13,TN15,TN16,TN18,TN21,TN24,TN25,TN26,TN28,TN29,TN3,TN30,TN4,TN5,TN6,TN7,TN8,TT10,TT11,TT12,TT13,TT14,TT16,TT17,TT18,TT19,TT24,TT25,TT28,TT29,TT3,TT30,TT4,TT5,TT6,TT7,TT8,TT9,Normal_Random_Mean,Cancer_Random_Mean,Normal_All_Mean,Cancer_All_Mean
Clte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CMPACNAtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003841626081725011,0.0003338148455415877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9110217027058242e-05,,1.855918965234156e-05,
CMPACNAtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CMPSAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003841626081725011,0.0003338148455415877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9110217027058242e-05,,1.855918965234156e-05,
CMPSASn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CO2t,4.598920813601021,0.0,0.0,0.0,-1.0238962105782725,0.0,0.0,0.0,0.0,-0.8153618972501757,0.0,-0.10857859263897705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005735471709092657,0.0,0.0,0.0,-0.021280119711151336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06871511265672438,,0.06915253742557406,
CO2ter,-0.08619988022047657,-0.04521163534147045,-0.08994876530449335,-0.021943209740171016,-0.02965395140325732,-0.03557084551393152,-0.060608112505953125,-0.023227176293116932,-0.010124922765001727,-0.03176233641922037,-0.057253486994908086,-0.0055069759868213875,-0.06971032249178559,-0.021805840123111847,-0.03830593752194294,-0.022400540450660325,-0.009837251829570211,-0.036582860229216266,-0.020867069677689618,-0.005517451064587596,-0.05786088394055879,-0.007499021231340878,-0.06325097414152475,-0.007634694353005427,-0.009892906860556562,-0.02186395801745186,-0.006315290208382131,-0.004762750274666113,-0.11031466688431722,-0.11369935459773375,-0.0024832967387301242,-0.004565191756364646,-0.08014977934683733,-0.04101867903053476,-0.008068626169862706,-0.009835617589485984,-0.05807153090033083,-0.00970981565715278,-0.009848451014642632,-0.009742574161553639,-0.034158374261979416,,-0.03450345510727889,
CO2tg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CO2tm,4.874235505146705,0.0017265893298589086,4.193159648289628,0.024472847324962497,-0.0005089404911662351,0.2704449065245349,4.275467659517763,0.0,-0.01203117793707204,0.09134509917355388,3.385808333493367,0.0003037030030000043,4.981925004898051,0.10331455794551199,0.10867529464025033,0.0012739706640691921,0.0010255253964387505,-0.0002689841806832276,0.005353877793444541,5.845083639887831,0.06772500716954105,9.847208919651724,5.657492581142787,5.821583727304736,5.1768863678907335,0.012990127706124292,0.0,0.08463361605183993,5.483018202275196,5.3697569966041465,-0.008166851688016384,0.21440871060999017,-2.2621241256791493,0.012267639205461327,5.32044854156037,-0.0006211226389602249,0.1257942862634577,5.581113884628569,-0.03398624010373745,-0.0004329380968695771,1.922027241382353,,1.9202599862615617,
CO2tp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
COAtg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
COAtm,0.001639416436339995,0.0004731676568479938,0.0010940255954241637,0.00048355016526451715,0.0004238521254054321,0.0008106476587871791,0.011060568544596685,0.0009329910684962348,0.0002472069156455972,0.0006021346196863562,0.0011209211718566899,0.00011649219868305216,0.0009116774478276095,0.0007292471252301323,0.0008968849393001579,0.0005522947855239436,0.00010533051631463036,0.0007748978532239548,0.000360706321285586,0.00040283499250468827,0.0005490027032554392,0.0007872681816030861,0.0009550936719680934,0.0003682549759235941,0.0006836885496834256,0.02984874564789474,0.008950492748380542,0.0006832722890389984,0.0012570853426556784,0.005334449414148794,0.007449890216190372,0.00042075860636702335,0.0003290383077334048,0.000511901873308075,0.003368908446346216,0.0013730114809220163,0.0006644280607752785,0.000955382952584762,0.016888234445850477,0.00029808876524587243,0.0026685799539909612,,0.00263747390740926,
COAtp,-0.0002762286982560265,-0.00020136185434559966,-0.0001571788280793144,-0.00010676015866481158,-0.014578632895408807,-0.0002879655062010108,-0.00020564471888560363,-0.00016572015055826627,-0.0002718113073369388,-8.389417647927308e-05,-0.0009749472622909726,-7.030268032487196e-05,-7.605716912386435e-05,-0.00017882191216782276,-0.0001189480812940345,-6.485043878569656e-05,0.0,-0.0002590065782419069,-5.673012172131789e-05,-0.0595816843360915,-0.025703279720851666,0.0,-0.0629600669900889,-0.14216943553128947,0.0,-0.0026030223447925213,0.0,0.0,-0.05883014912956756,-0.12665682867336492,0.0,0.0,-0.07177571170603383,-0.026014949064990647,-0.09955878080737293,-0.07627048190253706,-0.03196532829066999,-0.06353064196825677,-0.010249777715853909,-0.015841310887137906,-0.024080478638455048,,-0.022999034656685943,
COAtr,0.0033874074234415577,0.0,0.0001571788280793144,0.00010676015866481158,-0.05390112859602517,0.0,0.000205644718885716,0.0018649924284157744,0.004339421521161426,8.389417647927449e-05,0.0009749472622909726,7.030268032487242e-05,0.0,0.00017882191216782276,0.0001189480812940345,0.0011809245947969871,0.000771653902021596,0.00025900657823590755,0.0029224493358897085,-0.11008965891599863,-0.026790331748547887,0.005080021290707238,-0.09093461041649246,-0.18014608190429998,0.0,-0.07212487783380055,0.0014050791233678535,0.0009069985689972615,-0.2156343949744657,-0.048014669748627115,-0.0031858034689064463,0.002422848746971258,-0.11031229190772623,-0.04431257026471658,-0.0029854363611812687,-0.1585705849347369,-0.05699610246936643,0.0030402083322187278,-0.03065382336912485,-0.04304055246211602,-0.03187870525892747,,-0.0315287519394386,
COQ3m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016664983087500158,0.0,4.5480069888517464e-05,,4.2124862866380044e-05,
COQ5m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016664983087500158,0.0,4.5480069888517464e-05,,4.2124862866380044e-05,
COQ6m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016664983087500158,0.0,4.5480069888517464e-05,,4.2124862866380044e-05,
COQ7m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016664983087500158,0.0,4.5480069888517464e-05,,4.2124862866380044e-05,
Coqe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CORE2GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CORE3GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CORE4GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CORE5GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CORE6GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014235572394210085,0.0,0.0,0.0,0.0,0.0,0.011529804712103273,0.0,0.0,0.0,0.016883363936642855,0.0,0.04267070355350585,0.0,0.0,0.0,0.0,0.018519721200884548,0.005782638389279711,0.0,0.0,0.02874870210842625,0.0,0.0,0.01826217258277916,0.03260518966316283,0.011330233932302388,0.016745329575382835,0.0,0.0,0.0,0.021551829851317178,0.0,0.006223005447827699,,0.006161314581967747,
CORE7GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CORE8GTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
COt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
COUCOAFm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016664983087500158,0.0,4.5480069888517464e-05,,4.2124862866380044e-05,
CPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CPPPGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CREATt,0.0,0.0,0.0,0.0,0.0,330.43252483477784,0.0,0.0,0.0,0.0,0.0,473.44360559164534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-501.74854003649585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7167345574668227,,3.8751034340467947,
CREATt4_2_r,0.0,0.0,0.0,0.0,0.0,-330.43252483477784,0.0,0.0,0.0,0.0,0.0,-473.44360559164534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.74854003649585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.716734557466845,,-3.8751034340467947,
CREATte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CREATtmdiffir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRMPte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRNCAR3tp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRNCARtp,0.0,0.0,0.07893425430238675,0.015135019646557057,0.01995086216182788,0.0,0.054596455483376105,0.0,0.003511138369137991,0.02733051020815643,0.048294951383210466,0.0036602026738766806,0.0,0.014004699007055286,0.03070384434016732,0.0,0.0,0.0,0.007123571869184193,0.0,0.04733325276774918,0.0,0.05216406371763594,0.0,0.0,0.0,0.0,0.0,0.09278261238003176,0.10687388026884363,0.0,0.0,0.0,0.03403004709031771,0.0,0.0,0.048601193665670124,0.0,0.0,0.0,0.016545077752011157,,0.01737023726376887,
CRNrtx,0.07306420711713332,0.04059474439382017,0.0,0.0,0.0,0.029224660078322307,0.0,0.015997420197724006,0.0,0.0,0.0,0.0,0.06326499200184701,0.0,0.0,0.018002194846644115,0.006365194212615696,0.026973168954662455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07498604279583995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00949053606703713,,0.008925422976962326,
CRNt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRNtHa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRNtim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315405106588014,0.0,0.0,0.0,0.0,0.0,0.00018384284576884177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007605338329816626,,0.007878127194037335,
CRNtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRNtuNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRTNsyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRTNte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRTSLt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRTSLtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRTSTRNt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRTSTRNtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CRVNCtr,0.0,0.0,0.0,0.0,-19.67472219282405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.521220524407,-248.14858560702433,0.0,274.98928315133463,14.027143076355603,0.0,-75.84055044200485,0.0,0.0,-557.9507843470893,-166.86249936725673,633.0900017155977,0.0,198.13575866578907,106.4185009393317,-43.03104037446569,61.69685707592193,196.7253507561621,41.60032184439609,118.05066595875661,7.699173200024714,19.965535696525404,,20.68663639825023,
CSm,0.0,0.0,0.0,0.0004457407585673898,0.0,0.0,0.0,0.0,0.0,0.0,0.0011018430651438306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003753608805746018,0.0,0.0006823526541631641,0.0,0.0,0.0,0.0007577684526813077,0.0015563983604354654,0.0010242390819392472,0.006286284382304161,0.0,0.07468242660660773,0.004413418200685328,0.0,0.0,0.0,0.0,0.0,0.0,0.002244428473205984,,0.0023906894311816564,
CSNAT2m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CSNAT2x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CSNAT3x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CSNATer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CSNATm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00018384284576884177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.540635557009159e-06,,-4.709222682196745e-06,
CSNATp,0.07306420711713332,0.04059474439382017,0.07893425430238675,0.015135019646557057,0.01995086216182788,0.029224660078322307,0.054596455483376105,0.015997420197724006,0.003511138369137991,0.02733051020815643,0.048294951383210466,0.0036602026738766806,0.06326499200184701,0.014004699007055286,0.03070384434016732,0.018002194846644115,0.006365194212615696,0.026973168954662455,0.007123571869184193,0.0,0.04733325276774918,0.0,0.05216406371763594,0.0,0.0,0.0,0.0,0.0,0.09278261238003176,0.10687388026884363,0.0,0.0,0.07498604279583995,0.03403004709031771,0.0,0.0,0.048601193665670124,0.0,0.0,0.0,0.026035613819048287,,0.026295660240731197,
CSNATr,-0.07306420711713332,-0.04059474439382017,-0.07893425430238675,-0.015135019646557057,-0.01995086216182788,-0.029224660078322307,-0.054596455483376105,-0.015997420197724006,-0.003511138369137991,-0.02733051020815643,-0.048294951383210466,-0.0036602026738766806,-0.06326499200184701,-0.014004699007055286,-0.03070384434016732,-0.018002194846644115,-0.006365194212615696,-0.026973168954662455,-0.007123571869184193,0.0,-0.04733325276774918,0.0,-0.05216406371763594,0.0,0.0,0.0,0.0,0.0,-0.09278261238003176,-0.10687388026884363,0.0,0.0,-0.07480219995007112,-0.03403004709031771,0.0,0.0,-0.048601193665670124,0.0,0.0,0.0,-0.02603107318349122,,-0.026290951018049066,
CSND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CSNt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CTPS1,0.2584744825698543,0.0,0.0,0.03363112133203955,0.0,0.00032105106941394376,0.0,0.00036950428098749075,0.0,0.00023847100708425018,0.00044393262233271625,0.005240531324121571,0.00036106317758760424,0.0,0.0,0.00021873230570907336,4.1715379719136827e-05,0.0,0.00014285509732595196,0.0,0.00021742850063244208,0.0003117917986679294,0.00037825785524950274,0.0001458446867213827,0.0,9.750700704559563e-05,7.669964928455156e-05,0.00027060498691262587,0.13467127108115032,0.00032236439271100283,0.0,0.00016663836510837546,0.00013031321244296105,0.0,0.00027084898492187753,0.0005437711433437128,0.0002631418682929357,0.00037837242271945853,8.841706574912785e-05,0.0,0.011312383514064663,,0.011331290764604403,
CTPS2,0.0,0.00018739458579377573,0.0004332808262255767,0.024572439770437188,0.00016786353067175012,0.0,0.000352320802221046,0.0,9.790448880505598e-05,0.0,0.0,0.0,0.0,0.0002888129841421316,0.0003552047129012089,0.0,0.0,0.00030689262069328975,0.0,0.00015953984908126932,0.0,0.0,0.0,0.0,0.0002707698438928994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020273498859712535,0.0,0.0,0.0,0.0,0.0,0.00011805587276425456,0.0007949090253768292,,0.0007253974445471329,
CTPtm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
CTPtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
