DoubleLethal,CountsInNormal,CountsInCancer,NotSLInNormal,NotSLInCancer,p-value,OddsRatio,ConfidenceInterval-I,ConfidenceInterval-II
CRNCARtp;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
CSNATp;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
FAE201;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
FAE221;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
FAE241;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
HACD201;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
HACD221;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
HACD241;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
HSD201;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
HSD221;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
HSD241;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
NRVNCCOAtr;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
NRVNCCOAtxc;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
PGS;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
PROSTGF2t;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
PTGFS;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
TECR201;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
TECR221;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
TECR241;TRDR,10,4,13,21,0.0373553517553711,4.03846153846154,0.684854971761116,23.8140515439259
ACACT1rm;GLUDxm,6,1,17,24,0.0376051459673428,8.47058823529412,0.466283632273295,153.878155023569
